שם מלא,תפקיד,רקע מקצועי
איל רונן,סמנכ״ל תכנון חברת FUTURO,"בתפקידו אחראי על תחום ניהול התכנון בחברה ייזום, והשבחת נדל״ן לפרויקטים מורכבים. במסגרת זו מוביל צוות המנהל תוכניות סטטוטוריות למול מגוון בעלי קרקעות, יזמים נוספים ומוסדות תכנון. מתמחה בתחום המגורים, התעסוקה והמרחב המוניציפלי. קודם לתפקיד זה ניהל פרויקטי תכנון בחברת וקסמן גוברין גבע בהמשך לניהול מחלקת תכנון בעיריית תל אביב-יפו תוך קידום הליכי התחדשות ופיתוח מזרח ת""א. כמו כן עסק בהוראה בבצלאל ובמועצה לבנייה ירוקה. בשירותו הצבאי היה קצין ומפקד בחיל המודיעין, יזם והקים את יחידת התצפיתניות בגבול הלבנון."
זיו רונן,מנכל מרכז רפואי RMC Medica עפולה.,"נכנס במאי 2025 לתפקיד מנכל RMC Medica
לאחר שב 5 שנים האחרונות זיו מפתח את תחום החדשנות והיזמות הרפואית בפריפריה. במסגרת זו ניהל את הפיתוח העסקי של הקמת חברת נורת'מד המניעה יזמות וחדשנות רפואית בסחנין תחת קרן פורטלנד. במהלך השנה וחצי האחרונות הקים זיו את יחידת החדשנות במרכז רפואי צפון והביא לצמיחת תהליכי חדשנות מסודרים ואפקטיבים במרכז הרפואי. הכשרה והדרכה, תהליכי יזמות פנים המביאים למימוש פוטנציאל יזמי של אנשי הצוות במרכז הרפואי. והפיכת המרכז הרפואי לאטרקטיבי יותר לתעשייה בהיבטי מחקר ופיתוח.
לזיו עבר של 23 שנה בחייל האוויר הישראלי בו מילא שלל תפקידי פיקוד ומטה. אחריהן החליט ללמוד ולהתפתח בתחום החדשנות הרפואית."
לינדה כהן רופא,"סמנכ""לית בכירה לטרנספורמציה ואסטרטגיה קבוצת שטראוס גרופ",
אבי רוקח,מנהל מיזם ממלכתיות במעוז,"מנהל מיזם ממלכתיות במעוז. בתפקידו הקודם היה מנכ""ל סוטריה ולפני כן שימש כמנהל קהילת מרכז ברשת אמי""ת. במסגרת התפקיד היה אחראי על כל בתי הספר באזור המרכז של הרשת בהיבט החינוכי, הפדגוגי והכלכלי. היה מרצה בקורס מנהלים של אבני ראשה ושותף בהקמה ושימש כראש הישיבה ומנהלה הראשון של אמי""ת עמיחי ברחובות. קודם לכן היה מנהל התיכון בישיבה התיכונית בכפר גנים. תושב לוד וכיום משמש כיו""ר הגרעין התורני בעיר. את דרכו החל בירוחם כשותף בגרעין התורני."
עתר רזי-אורן,"מנכ""לית ביחד- קרן משפחת קרסו","עתר היא מנהלת קרן ביחד לקידום הכשרה מקצועית והשכלה טכנולוגית כאמצעי לניעות חברתית-כלכלית לצעירים ולחיזוק המשק. הקרן יוזמת תוכניות ושיתופי פעולה בין-מגזריים כאמצעי לשינוי משמעותי בתחום. קודם לכן היא ניהלה במשך חמש שנים את מרכז הפילנתרופיה בשיתופים, הייתה במשך ארבע שנים מנכ""לית קרן קהילתית טירת כרמל, וניהלה במשך ארבע שנים את הפורום להסכמה אזרחית. את שירותה הצבאי החלה עתר כמורה חיילת בבאר שבע וסיימה כסגנית מפקדת יחידת מורות חיילות ארצית."
מחמוד רחמאן,יועץ אסטרטגי,"מחמוד הוא יועץ אסטרטגי. בתפקידו הקודם שימש כסגן בכיר לממונה על השכר והסכמי עבודה במשרד האוצר. במסגרת תפקידו הקודם היה אחראי על קידום המדיניות באגף השכר לרבות קידום אסטרטגיה ותכנון לטווח ארוך. בעבר הוא כיהן כיועץ בכיר לממונה על השכר והסכמי עבודה, כסגן מנהל יחידת האכיפה וכרכז בריאות באגף השכר."
קאסם אבו ריא,"מנכ""ל עיריית סח'נין","קאסם הוא מנכ""ל עיריית סח'נין מאז שנת 2002. במסגרת תפקידו הוא אחראי על הניהול הכללי של העירייה, שותף לקביעת מדיניותה ולביצוע, מפקח על עבודת המחלקות השונות, מנהל את משאבי האנוש בעירייה ומייצג אותה בפני פורומים ומוסדות ממלכתיים, ציבוריים ופרטיים. קודם לכן, בשנים 1993–2001 שימש קאסם בעירייה כמנהל היחידה לתכנון אסטרטגי ומידע. משנת 2008 הוא חבר בדירקטוריון עמותת אנג'אז - מרכז מקצועי לקידום הרשויות המקומיות הערביות בישראל) ומאז שנת 2017 הוא יו""ר הדירקטוריון."
אורית שטיין- רייזנר,מנהלת בית החולים שיקומי רעות תל אביב,"ד""ר אורית שטיין-רייזנר מנהלת משנת 2020 את בית החולים השיקומי רעות תל אביב, לאחר ששימשה שם כסגנית מנהל וכמנהלת רפואית. לפני כן ניהלה את מחלקת בריאות הנפש במכבי שירותי בריאות. במסגרת תפקידה עמדה בראש מערך של מאות עובדים, הובילה את הרפורמה בבריאות הנפש בארגון וייצגה את מכבי מול גופים ממלכתיים בתחום בריאות הנפש. בשנים 2015-2013 שימשה אורית כפסיכיאטרית מחוזית ומנהלת תחום בריאות הנפש של מכבי שירותי בריאות במחוז ירושלים והשפלה. במסגרת תפקידה, ניצחה על הקמתן של מרפאות בריאות הנפש במחוז לקראת הרפורמה בבריאות הנפש והייתה אחראית על יישום תוכניות עבודה, גיוס כוח אדם ומתן ייעוץ מקצועי. קודם לכן, ובמשך 10 שנים, ניהלה את מחלקת המיון במרכז הרפואי לבריאות הנפש לב השרון. במקביל, בשנים 2008-2004 שימשה כסגנית הפסיכיאטר המחוזי של משרד הבריאות במחוז מרכז. אורית בוגרת הפקולטה לרפואה ובעלת תואר שני במנהל עסקים, שניהם מאוניברסיטת תל אביב, מומחית בפסיכיאטריה ובמנהל רפואי. משך שנים רבות מנחה בחוג לחינוך רפואי בפקולטה לרפואה באוניברסיטת תל אביב. במסגרת עשייתה החברתית היא חברת דירקטוריון עמותת אנוש, משמשת כמנטורית לרופאות צעירות בתוכנית Womed, ומתנדבת בעמותת הופכות את היוצרות המסייעת לנשים במעגל הזנות. התמחות רפואית: אורית מומחית בפסיכיאטריה. את התמחותה ואת הסטאז' ברפואה ביצעה במרכז הרפואי ע""ש שיבא בתל השומר."
אלישיב רייכנר,עיתונאי ופובליציסט בעיתון מקור ראשון ומנחה במעוז,"אלישיב הוא בוגר המחזור הראשון של ישיבת ההסדר בירוחם וחבר במליאת בני עקיבא, היה חבר מערכת בעיתון נקודה וכותב במקור ראשון משנת 2000. עבד בתחום התוכן בערוצי טלוויזיה. פרסם שבעה ספרים על החברה הישראלית."
שי רייכנר,ראש המועצה האזורית נחל שורק,"כיום כראש המועצה האזורית נחל שורק, יו""ר החברה הכלכלית נחל שורק, יו״ר הנהלת איגוד ערים אשדוד-חבל יבנה לאיכות סביבה וחבר ועדת תכנון ובניה מחוז מרכז.
בנוסף חבר הנהלת פורום המועצות האזוריות ויו״ר ועדות צעירם ורכב. 
בתפקידו הקודם משנת 2018-2021 שימש כסמנכ""ל דיגיטל ופיתוח כלכלי וסמנכ""ל כספים בפועל בחברה למתנ""סים וכן חבר הנהלה בתוכניות הלאומיות ""קרב"" ו""הילה""."
צחי רייכנשטיין,"מנכ""ל הפועל תל אביב","צחי הוא מנכ""ל הפועל תל אביב בכדורסל. בתפקידו הקודם צחי כיהן כמנכ""ל חברת פינטק ומנכ""ל סייפוקס סקיוריטי. לפני כן כיהן כסמנכ''ל חברת מטריקס טכנולוגיות, כדירקטור וכנושא משרה בחברות בנות, ובמסגרת זאת ניהל את מערך הפרויקטים, ההתקשרויות וההזדמנויות העסקיות בקבוצה (עסקי, כלכלי, מודיעין, משפטי). כמו כן צחי מנהל אסטרטגיות עסקיות, חדשנות טכנולוגית ופרויקטים רוחביים ומאתר חברות להשקעה. שופט ומוביל עסקי של סטארטאפים, הייטק ויזמות. בעבר כיהן כחבר בוועדות טכנולוגיות ועסקיות ברלב''ד, במשרד התחבורה ובמשרד ראש הממשלה. ניהל את מערך הפרויקטים והעסקים בחברה בת בקבוצת דוידוף (Femi) ובחברת YK Systems. צחי התמחה ועסק בעריכת דין במשרדי עו""ד מ' פירון ושות', רון גזית ו-AYR, וכן כעורך דין במחלקה המשפטית-מסחרית בחברת פרטנר תקשורת. הוא ממייסדי עמותת הפורום הישראלי למנהיגות ILF למתן מענה לאתגרים ציבוריים ולקידום החברה הישראלית (Public accelerator), פעיל חברתי ומתנדב."
